Date,Shallow_tensiometer_reading,Deep_tensiometer_reading,LiterPerPlant,Temp_max,Temp_min,Humidity,Windspeed,Rainfall (mm),Irrigation,is_synthetic
01 03 2021,20.93745405,18.17813126,0,16.80389399,11.97665598,75.69106413,7.94459808,0,0,1
01 03 2021,20.96499406,18.24664011,0,16.80535843,11.93252507,75.70941172,7.880028644,0,0,1
01 03 2021,20.81386374,18.31406173,0,16.84404547,11.99604182,76.91902803,7.679816156,0,0,1
01 03 2021,20.83577665,18.22293765,0,16.82458926,11.91413549,75.91928592,7.869933047,0,0,1
01 03 2021,20.63284047,18.18235425,0,16.83755272,11.91574674,76.17073363,7.874695019,0,0,1
01 03 2021,20.55032953,18.02516369,0,16.96391302,12.01214937,77.20909219,7.769409212,0,0,1
01 03 2021,21.25774745,18.15426909,0,16.81858964,12.00232213,75.22570236,8.07308118,0,0,1
01 03 2021,20.71227164,18.17951573,0,16.84879062,11.90595724,76.01885503,7.912373072,0,0,1
01 03 2021,20.89067083,18.28316657,0,16.80440017,11.9535609,75.97047217,7.840169912,0,0,1
01 03 2021,20.86606591,18.20686065,0,17.01665735,12.05666082,76.82147141,7.779858394,0,0,1
01 03 2021,20.21659365,18.11455889,0,16.81067406,11.97170164,77.55747479,7.680079877,0,0,1
01 03 2021,21.41550117,18.36401322,0,16.65582029,11.91420966,74.83882798,7.903982657,0,0,1
01 03 2021,21.01414409,18.2753049,0,16.7725023,11.92551019,75.63281318,7.873654683,0,0,1
01 03 2021,20.91328108,18.28716435,0,16.81451314,12.03544224,77.16993963,7.662632652,0,0,1
01 03 2021,20.35757462,18.17104573,0,16.97286867,11.95908803,76.99923409,7.791160875,0,0,1
01 03 2021,20.46045852,18.36159321,0,16.83087887,11.94253478,77.31086161,7.680254272,0,0,1
01 03 2021,20.72484348,18.32946404,0,16.91809641,11.93540118,76.43738135,7.787141973,0,0,1
01 03 2021,20.78268288,18.21780619,0,16.97156036,12.0786219,77.0448505,7.736780196,0,0,1
01 03 2021,21.14916439,18.29952599,0,16.74938691,11.92336114,75.33224067,7.864637423,0,0,1
01 03 2021,21.35819287,18.32079091,0,16.66223968,11.94296773,74.89778686,7.948831128,0,0,1
01 03 2021,20.35212051,18.38440158,0,16.8376959,12.07077255,77.67456257,7.63838087,0,0,1
01 03 2021,21.19422645,18.28035224,0,16.6854855,11.94784131,75.17665213,7.895950315,0,0,1
01 03 2021,20.38004589,18.20474022,0,16.91663044,11.95582828,77.31118622,7.710183724,0,0,1
01 03 2021,20.5588037,18.21306313,0,16.90332907,11.9413368,76.52052511,7.82060442,0,0,1
01 03 2021,20.39305227,18.21051253,0,16.92486614,11.9418784,77.35119799,7.70287247,0,0,1
01 03 2021,20.91551822,18.44637306,0,16.74204074,11.91096948,76.57182769,7.648673069,0,0,1
01 03 2021,20,18,0,16.9,11.9,76.9,7.9,0,0,0
02 03 2021,21.76675379,18.2409279,0,16.89316278,11.81563668,76.45734416,8.258476026,0,0,1
02 03 2021,21.69612587,18.28983452,0,16.76834502,11.79289528,75.97908984,8.306300611,0,0,1
02 03 2021,21.82499217,18.4067369,0,16.73126786,11.73000827,75.51808407,8.300295255,0,0,1
02 03 2021,21.50784508,18.25093905,0,16.73739816,11.77544165,76.68237515,8.229537038,0,0,1
02 03 2021,21.32773139,18.3039166,0,16.86970539,11.83856407,76.90927613,8.190268868,0,0,1
02 03 2021,21.72971455,18.21839082,0,16.77714333,11.82078571,75.84843926,8.36244808,0,0,1
02 03 2021,21.90604679,18.21041401,0,16.81284788,11.77433779,75.15415838,8.503362426,0,0,1
02 03 2021,21.7978705,18.24692015,0,16.84294674,11.82011916,75.6963819,8.373418639,0,0,1
02 03 2021,21.87382961,18.19927028,0,16.73955913,11.82431748,75.15171149,8.481403211,0,0,1
02 03 2021,21.66238315,18.27637372,0,16.89136035,11.88076563,76.25348363,8.291472256,0,0,1
02 03 2021,21.47345663,18.26161988,0,16.76023754,11.73148049,76.04534941,8.323307898,0,0,1
02 03 2021,21.63477749,18.17257841,0,16.82300741,11.85102844,76.81093361,8.241222647,0,0,1
02 03 2021,21.8092486,18.23179013,0,16.67275498,11.69652601,75.03886166,8.4227538,0,0,1
02 03 2021,21.48301328,18.25865366,0,16.84078102,11.76184024,76.17161575,8.323965197,0,0,1
02 03 2021,21.60389726,18.18069656,0,16.79351577,11.74595173,75.61795035,8.439442067,0,0,1
02 03 2021,21.58629119,18.40759352,0,16.82307435,11.84152688,76.68239124,8.190035867,0,0,1
02 03 2021,21.50888276,18.17239474,0,16.77507065,11.73992932,75.71815016,8.440408271,0,0,1
02 03 2021,21.26052164,18.18346893,0,16.78223186,11.78636457,76.64456641,8.301211089,0,0,1
02 03 2021,21.54295606,18.14982852,0,16.78404409,11.73456941,75.50687502,8.467660207,0,0,1
02 03 2021,21.95582527,18.29690177,0,16.77352002,11.7800161,75.22436735,8.378041842,0,0,1
02 03 2021,22.11438346,18.26150152,0,16.64937194,11.79819392,74.58171421,8.520579365,0,0,1
02 03 2021,21.74865794,18.20893679,0,16.70817105,11.74512056,75.17422474,8.450753405,0,0,1
02 03 2021,21.87101174,18.25374832,0,16.66315755,11.76386074,75.03441581,8.412668333,0,0,1
02 03 2021,21.82056534,18.46098745,0,16.72100398,11.77629584,75.86907303,8.207785309,0,0,1
02 03 2021,21.84944008,18.19045647,0,16.88041898,11.79179217,75.43256425,8.48148797,0,0,1
02 03 2021,21.87277819,18.29305616,0,16.69588058,11.75206499,75.44005808,8.341565228,0,0,1
02 03 2021,21.98285449,18.31193918,0,16.64907739,11.76865978,74.78314499,8.401187648,0,0,1
02 03 2021,21.48676663,18.26019113,0,16.7164437,11.71952661,75.98504981,8.33638749,0,0,1
02 03 2021,22.02441,18.45319677,0,16.72562955,11.75733926,75.41607915,8.24099661,0,0,1
02 03 2021,21.86663582,18.27029022,0,16.7583788,11.77944676,75.35958825,8.389388507,0,0,1
02 03 2021,21,18,0,16.8,11.7,76.2,8.5,0,0,0
03 03 2021,24.49801972,18.16664873,0,16.84069972,11.09623335,78.28159471,9.053556744,0,0,1
03 03 2021,24.70410409,18.30847872,0,16.71871067,11.16784848,77.94556908,8.869183945,0,0,1
03 03 2021,24.54334982,18.21665656,0,16.84566253,11.14574817,78.30217758,8.965616421,0,0,1
03 03 2021,24.31454851,18.2615638,0,16.89126311,11.14042437,79.16440868,8.878760862,0,0,1
03 03 2021,24.03758371,18.37023756,0,16.94712856,11.28445794,79.9817707,8.672045734,0,0,1
03 03 2021,24.40668667,18.26367076,0,16.84293248,11.07365926,78.73764629,8.902729575,0,0,1
03 03 2021,24.42488199,18.26473888,0,16.87033963,11.16076524,79.70792074,8.777990812,0,0,1
03 03 2021,24.42810872,18.21062891,0,16.89911674,11.11308005,78.52962927,8.997108665,0,0,1
03 03 2021,24.10948949,18.24037368,0,16.90806281,11.08294217,79.40061221,8.873569728,0,0,1
03 03 2021,24.474928,18.19641003,0,16.86527055,11.09475802,78.3812463,8.980626481,0,0,1
03 03 2021,24.74004819,18.28109663,0,16.80530144,11.10727769,77.75631663,8.973322261,0,0,1
03 03 2021,23.96568407,18.21450056,0,16.9253358,11.08856118,79.57525465,8.869037829,0,0,1
03 03 2021,24.43525314,18.15895247,0,16.82457043,11.10063904,78.37330496,9.036729414,0,0,1
03 03 2021,24.50956082,18.26335436,0,16.88492987,11.12005266,78.4506026,8.930725716,0,0,1
03 03 2021,24.71830426,18.25160727,0,16.82502906,11.09041077,77.66151538,9.039220018,0,0,1
03 03 2021,24.08495466,18.20951831,0,16.88013358,11.17855426,79.90885448,8.713332884,0,0,1
03 03 2021,24.22953037,18.14456411,0,16.93612528,11.12749348,79.41267725,8.894284344,0,0,1
03 03 2021,24.34066087,18.15889747,0,16.8789516,11.09297094,78.80106127,8.981172192,0,0,1
03 03 2021,24.30219309,18.17043529,0,16.88155368,11.08148384,78.7869334,8.984763046,0,0,1
03 03 2021,24.45159301,18.28798753,0,16.94119612,11.17181013,78.60096298,8.901414079,0,0,1
03 03 2021,24.56042399,18.2028308,0,16.87306253,11.08383197,78.12309013,9.020096659,0,0,1
03 03 2021,24.38786596,18.14299852,0,16.96606825,11.0971874,78.47384909,9.045841732,0,0,1
03 03 2021,24.38915015,18.36134575,0,16.8792066,11.12396262,78.91591157,8.809542959,0,0,1
03 03 2021,24.58435279,18.30749174,0,16.74451863,11.14511935,78.03939442,8.915234558,0,0,1
03 03 2021,24.6979425,18.22298122,0,16.84782819,11.241787,78.11278473,8.95388587,0,0,1
03 03 2021,24.22503582,18.17660711,0,16.94550545,11.08328613,78.9844586,8.983639439,0,0,1
03 03 2021,24.60915578,18.19089596,0,16.86024915,11.10024593,77.97796855,9.056773541,0,0,1
03 03 2021,24.24390953,18.27760774,0,16.94815284,11.14213701,79.11531992,8.848853544,0,0,1
03 03 2021,24.30207587,18.15131968,0,16.89827043,11.08087542,78.7326042,9.011009901,0,0,1
03 03 2021,24.63672937,18.27228259,0,16.96862162,11.23976247,79.06616716,8.773298049,0,0,1
03 03 2021,24,18,0,16.9,11,79.3,9.1,0,0,0
04 03 2021,26.36947038,18.19792939,0,17.27737375,10.11438033,72.35317371,7.817874212,0,0,1
04 03 2021,26.33653474,18.15267723,0,17.23456465,10.072126,72.86741287,7.722057006,0,0,1
04 03 2021,26.39132093,18.23297485,0,17.20422087,10.01764034,72.32258963,7.729151514,0,0,1
04 03 2021,26.45328335,18.27309976,0,17.24204051,10.12938618,72.17461463,7.832978537,0,0,1
04 03 2021,26.40862808,18.17385408,0,17.1789526,10.06895129,72.05553592,7.857504564,0,0,1
04 03 2021,26.06537832,18.42920988,0,17.30826603,10.17288929,73.69237431,7.544525598,0,0,1
04 03 2021,26.27087838,18.31213912,0,17.29792376,10.11375177,72.70878449,7.724717489,0,0,1
04 03 2021,26.317602,18.29824071,0,17.23798583,10.12522184,73.03819588,7.636573581,0,0,1
04 03 2021,26.4135881,18.1613188,0,17.16479878,10.22239995,71.98237112,7.907912432,0,0,1
04 03 2021,26.31870801,18.40318243,0,17.31759186,10.24561998,73.81239534,7.512173264,0,0,1
04 03 2021,26.08209984,18.24323429,0,17.26613523,10.07522463,73.38317741,7.646601585,0,0,1
04 03 2021,26.31400425,18.38998555,0,17.27988067,10.15217304,72.81552926,7.65044918,0,0,1
04 03 2021,26.40137942,18.26648946,0,17.23794897,10.11426332,72.84305989,7.651778357,0,0,1
04 03 2021,26.5944213,18.27727197,0,17.10971728,10.11711914,71.66777881,7.84555971,0,0,1
04 03 2021,26.24623893,18.18283516,0,17.25665601,10.1434847,72.69238759,7.764283785,0,0,1
04 03 2021,26.42885278,18.21300237,0,17.17218752,10.02236052,72.18638667,7.733872462,0,0,1
04 03 2021,26.63177669,18.24498693,0,17.17032942,10.10863162,71.75232009,7.84480377,0,0,1
04 03 2021,26.48533913,18.24611173,0,17.15671186,10.06083576,71.90904399,7.815094472,0,0,1
04 03 2021,26.2191965,18.11707931,0,17.30870785,10.03267579,72.56624722,7.831161691,0,0,1
04 03 2021,26.29609413,18.12598774,0,17.24599873,10.03286401,72.34554404,7.839277071,0,0,1
04 03 2021,26.58692827,18.29845922,0,17.10277407,10.05325808,71.84783792,7.729033465,0,0,1
04 03 2021,26.14365454,18.18658089,0,17.38556879,10.10818916,73.15782022,7.697676214,0,0,1
04 03 2021,26.36318516,18.38488964,0,17.30694125,10.25065204,73.10370586,7.60239583,0,0,1
04 03 2021,26.05244819,18.2416191,0,17.21929766,10.13012886,73.52309452,7.603317881,0,0,1
04 03 2021,26.44506554,18.18696768,0,17.18376637,10.10547993,72.12180674,7.779496561,0,0,1
04 03 2021,26.38827116,18.23026049,0,17.22279546,10.24114708,72.53251526,7.767808355,0,0,1
04 03 2021,26.04106027,18.32192621,0,17.25783029,10.18190418,74.05509171,7.503301413,0,0,1
04 03 2021,25.96429145,18.24634148,0,17.32176193,10.11373534,73.56696877,7.623197797,0,0,1
04 03 2021,26.18602824,18.14609692,0,17.24547282,10.01475206,72.55759447,7.792929247,0,0,1
04 03 2021,26.1647237,18.20558712,0,17.29523279,10.03599445,72.8048363,7.737611888,0,0,1
04 03 2021,26,18,0,17.3,9.9,72.9,7.8,0,0,0
05 03 2021,30.06350561,20.03758066,0,17.35226868,11.76428564,80.74359931,9.022226614,0,0,1
05 03 2021,30.28239549,20.11172637,0,17.24287258,11.7510615,80.39547409,8.969693255,0,0,1
05 03 2021,29.84326856,20.0939413,0,17.42336835,11.83943764,82.35158768,8.850919671,0,0,1
05 03 2021,29.99203876,20.08590053,0,17.3409579,11.78648913,81.51076377,8.937586618,0,0,1
05 03 2021,30.14031723,20.12453588,0,17.24152784,11.74810029,80.60892208,8.970566018,0,0,1
05 03 2021,30.01868454,20.07315974,0,17.47849643,11.88084964,81.63999955,8.866274964,0,0,1
05 03 2021,30.05509609,20.0407293,0,17.36843221,11.74819069,81.05390092,8.986575152,0,0,1
05 03 2021,29.78888911,20.02282113,0,17.41461838,11.74508495,82.07619338,8.928454444,0,0,1
05 03 2021,30.10527419,20.00258274,0,17.31588554,11.76033575,80.9658552,9.107254543,0,0,1
05 03 2021,29.8845089,20.16820691,0,17.38703955,11.86236761,81.56729944,8.808281353,0,0,1
05 03 2021,29.9634229,20.13224751,0,17.35656176,11.77357783,81.19252217,8.902353569,0,0,1
05 03 2021,29.98632493,20.03198672,0,17.29803019,11.79502918,81.1828927,8.964244933,0,0,1
05 03 2021,30.16870599,20.09029351,0,17.29792961,11.71937272,80.97938432,8.996590747,0,0,1
05 03 2021,30.07677587,19.95912821,0,17.35920348,11.84820797,80.63483166,9.112254905,0,0,1
05 03 2021,29.97620816,20.01224808,0,17.37143904,11.72425722,81.09795559,9.068437964,0,0,1
05 03 2021,29.79088803,20.05132883,0,17.33604504,11.81539601,81.92040484,8.797952801,0,0,1
05 03 2021,30.00868154,20.041481,0,17.37783751,11.73086964,81.15004649,9.011693135,0,0,1
05 03 2021,29.73398383,19.94210345,0,17.43792259,11.79491844,82.25404925,8.856123806,0,0,1
05 03 2021,30.18567592,20.12132052,0,17.35016566,11.78085443,80.72468293,8.93299341,0,0,1
05 03 2021,29.55564583,20.09591739,0,17.29490138,11.89501101,82.54135233,8.747731787,0,0,1
05 03 2021,30.05458904,20.12487497,0,17.29017913,11.76092062,80.80660389,8.916312349,0,0,1
05 03 2021,30.26173743,20.14764917,0,17.34044502,11.80751429,80.71048865,8.877954489,0,0,1
05 03 2021,30.11597269,20.03339807,0,17.31449742,11.74754256,81.02031578,9.062691239,0,0,1
05 03 2021,30.23719925,20.09709275,0,17.23264783,11.7601552,80.14350653,9.006704862,0,0,1
05 03 2021,30.00997352,20.00757774,0,17.38325747,11.73750698,81.22001498,9.070028535,0,0,1
05 03 2021,29.88765949,20.08958332,0,17.34872356,11.78232428,81.67098968,8.860401373,0,0,1
05 03 2021,30.14158677,19.95821871,0,17.30980015,11.84221955,80.41876939,9.130745032,0,0,1
05 03 2021,30.11500667,20.03334677,0,17.32864307,11.74407589,81.0372142,9.050640215,0,0,1
05 03 2021,29.98456844,20.04718523,0,17.32144581,11.77049475,81.64132023,8.864631711,0,0,1
05 03 2021,29.92506078,20.19385303,0,17.34202398,11.8356434,82.04951506,8.712734912,0,0,1
05 03 2021,30,20,0,17.4,11.7,82.1,9.1,0,0,0
06 03 2021,29.94806219,20.05077326,0,17.7063634,12.56323899,85.51559709,7.343834514,0,0,1
06 03 2021,29.90345252,19.95525387,0,17.81529152,12.62372424,86.09565435,7.289400233,0,0,1
06 03 2021,30.05030166,20.07329575,0,17.71072096,12.57542684,85.86555807,7.287665271,0,0,1
06 03 2021,30.20494909,20.17754608,0,17.55289283,12.5848356,84.81971928,7.245997764,0,0,1
06 03 2021,29.93376502,20.0827301,0,17.70392176,12.57128867,85.66540981,7.289222689,0,0,1
06 03 2021,29.82192294,20.06297932,0,17.83006749,12.66183896,86.81058341,7.193145355,0,0,1
06 03 2021,30.15068556,20.06747129,0,17.70614909,12.60693918,85.43298527,7.317492213,0,0,1
06 03 2021,29.91706589,20.01482693,0,17.76118634,12.61305187,85.66016387,7.343809897,0,0,1
06 03 2021,29.94425464,20.03107573,0,17.68075724,12.69438423,85.31510784,7.306619238,0,0,1
06 03 2021,29.88848878,19.92874882,0,17.64761245,12.6339221,86.22526575,7.178171959,0,0,1
06 03 2021,30.05124784,20.0787628,0,17.6991525,12.61047709,85.8897259,7.277152555,0,0,1
06 03 2021,29.87749805,20.04620286,0,17.93621814,12.77198866,86.57342863,7.129702232,0,0,1
06 03 2021,30.21571487,20.06533249,0,17.61065627,12.58814268,84.62614355,7.398691114,0,0,1
06 03 2021,29.95830344,20.01291578,0,17.78136653,12.69114717,85.9250068,7.312580771,0,0,1
06 03 2021,29.85176566,20.07199779,0,17.68553995,12.61407545,86.08898187,7.226361786,0,0,1
06 03 2021,29.93890016,19.99904437,0,17.70960457,12.67065947,85.60669553,7.291686429,0,0,1
06 03 2021,29.95485215,20.13483412,0,17.65682335,12.57341461,85.68766821,7.229612705,0,0,1
06 03 2021,30.186907,20.08135677,0,17.64281912,12.53731829,84.81737158,7.361652684,0,0,1
06 03 2021,30.19962069,20.11093311,0,17.63804964,12.57645515,85.2417816,7.293667758,0,0,1
06 03 2021,29.92786286,20.12674023,0,17.68095922,12.59260493,86.40339455,7.16358331,0,0,1
06 03 2021,30.2970776,20.09429782,0,17.58089557,12.55493825,84.64539317,7.39559617,0,0,1
06 03 2021,29.81884444,19.99937474,0,17.73139091,12.69802045,86.95630102,7.098688898,0,0,1
06 03 2021,30.09984622,20.07506145,0,17.66155636,12.54799202,84.85799521,7.382529595,0,0,1
06 03 2021,30.31703307,20.12265606,0,17.56007905,12.58436626,84.63536187,7.343558496,0,0,1
